Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text
Lost-Souls-QRLP117,Loreena McKennitt / Lost Souls QRLP117,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Canada, 2018<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Quinlan Road
Parallel-Dreams-QRLP103,Loreena McKennitt / Parallel Dreams QRLP103,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in USA, Canada & Europe, 2016<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Quinlan Road
To-Drive-The-Cold-Winter-Away-QRLP102,Loreena McKennitt / To Drive The Cold Winter Away QRLP102,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Canada, 2015<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Quinlan Road
Elemental-QRLP101,Loreena McKennitt / Elemental QRLP101,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, Europe & US, 2015<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Quinlan Road
-Adele-The-Electro-Bossa-Songbook-Of-Adele-VYN061,Various / Bossa N' Adele - The Electro-Bossa Songbook Of Adele VYN061,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2022<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),PMB Music
rney-So-Far-The-Best-Of-Loreena-McKennitt-QRLP116,Loreena McKennitt / The Journey So Far - The Best Of Loreena McKennitt QRLP116,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, Europe & US, 2014<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Quinlan Road
ns-From-The-Crossroads-Guitar-Festivals-R1-552322,"Eric Clapton, Guests / Crossroads Revisited (Selections From The Crossroads Guitar Festivals) R1 552322",1,57537.45,57537.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Rhino Records (2), Reprise Records, Duck Records (2)"
laptons-Crossroads-Guitar-Festival-2019-R1-628789,Eric Clapton / Eric Clapton's Crossroads Guitar Festival 2019 R1 628789,1,33728.85,33728.85,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2020<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Rhino Records (2), Reprise Records"
Clapton-9362-49635-7,Eric Clapton / Clapton 9362-49635-7,1,35712.9,35712.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2010<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Reprise Records
More-Car-One-More-Rider-Live-On-Tour-2001-48374-1,"Eric Clapton / One More Car, One More Rider (Live On Tour 2001) 48374-1",1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Reprise Records
Live-At-Bush-Hall-2007-0213670EMX,Gary Moore / Live At Bush Hall 2007 0213670EMX,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Ear Music Classics
Royal-Tea-PRD-7629-1,Joe Bonamassa / Royal Tea PRD 7629 1,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2020<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Provogue
e-Live-In-London-Shepherds-Bush-Empire-PRD-7424-1,Joe Bonamassa / Tour De Force - Live In London - Shepherd's Bush Empire PRD 7424 1,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2014<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Provogue
Mirror-World-CNT1039,Kovacs (2) / Mirror World CNT1039,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2021<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Content (L)abel
Overkill-BMGCAT379TLP,Motörhead / Overkill BMGCAT379TLP,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"BMG, Murder One"
Nova-Synteza-New-Synthesis-11-0288,The Blue Effect / Nová Syntéza = New Synthesis 11 0288,1,37696.95,37696.95,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1971<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton
Tonite-LMP22-02,Bad Boys Blue / Tonite LMP22-02,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Slovakia, 2022<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Lastafroz S.r.o.
Heart-Soul-Recharged-DCART006,Bad Boys Blue / Heart & Soul (Recharged) DCART006,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Lastafroz S.r.o., Modern Romantics Productions, Discollectors Production"
Joy-And-Tears-LSFZ-RE002-LP,Joy (9) / Joy And Tears LSFZ RE002 LP,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Slovakia, 2016<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Lastafroz Production
Stories-Bout-Love-DCART004,Silent Circle / Stories ‘Bout Love DCART004,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Lastafroz Production, AW Music Productions"
Ritual-Of-A-Spiritual-Communion-LR-157,"Sandor Szabo, Balazs Major, Laszlo Bagi / Ritual Of A Spiritual Communion LR 157",1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1988<br /><br />0129",Dedikált !,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Leo Records
Magical-Mystery-Tour-EAS-80569,"The Beatles, The Beatles / Magical Mystery Tour = マジカル・ミステリー・ツアー EAS-80569",1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129",Insert yes! Obi yes!,NaN,db,0.2,Near Mint (NM or M-),Very Good (VG),Apple Records
Nightbird-G8-10210,Eva Cassidy / Nightbird G8-10210,1,33728.85,33728.85,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 2015<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Blix Street Records
The-Best-Of-Eva-Cassidy-G8-10206,Eva Cassidy / The Best Of Eva Cassidy G8-10206,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2013<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Blix Street Records
Day-Breaks-00602547955722,Norah Jones / Day Breaks 00602547955722,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2016<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Blue Note
Rarities-EAS-63010,"The Beatles, The Beatles / Rarities = レアリティーズ EAS-63010",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Odeon
68-69-GR183,Sakk-Matt / '68-'69 GR183,1,9523.44,9523.44,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2021<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),GrundRecords
Es-GR189,P. Mobil / És? GR189,1,9523.44,9523.44,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2021<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),GrundRecords
Greatest-Hits-Remixes-ZYX-21062-1,Radiorama / Greatest Hits & Remixes ZYX 21062-1,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2015<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),ZYX Music
Ugass-Kutya-LP-29505,Moby Dick (5) / Ugass Kutya! LP 29505,1,47617.2,47617.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"Proton, E&E"
Terapia-HMRLP-191,Moby Dick (5) / Terápia HMRLP 191,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129",,NaN,db,0.2,Mint (M),Mint (M),Hammer Records (7)
Egyutt-40-eve-HMRLP-184,Karthago (2) / Együtt 40 éve!!! HMRLP 184,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),Hammer Records (7)
Nostradamus-20-Returnity-KAR-LP-019,Solaris (23) / Nostradamus 2.0 - Returnity KAR LP 019,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2020<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),Kept Alive Records
Vadak-SOM-632LP,Thy Catafalque / Vadak SOM 632LP,1,39681.0,39681.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2021<br /><br />0129",,NaN,db,0.2,Mint (M),Mint (M),Season Of Mist
Living-In-The-Gap-Hungarian-Pictures-19075975252,Man Doki Soulmates / Living In The Gap + Hungarian Pictures 19075975252,1,47617.2,47617.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2019<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),Red Rock Production
CPG-CPG-EP-001,CPG / CPG CPG EP 001,1,87298.2,87298.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2010<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Moiras Records
Akkezdet-none,Akkezdet Phiai / Akkezdet none,1,178564.5,178564.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2020<br /><br />0129",,NaN,db,0.2,Mint (M),Mint (M),Not On Label
Akkezdet-Instrumentals-none,Akkezdet Phiai / Akkezdet - Instrumentals none,1,39681.0,39681.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2020<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Not On Label
Tompa-Kesek-M-LP-53,Kiscsillag / Tompa Kések M-LP-53,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2020<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Megadó Kiadó
Tougher-Than-Leather-PRO-1265,Run-DMC / Tougher Than Leather PRO-1265,1,8729.82,8729.82,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1988<br /><br />0129",Új fóliás termék! A bótitón 2mmX5mm es bevágás van! Kérésre küldök róla fotót!,NaN,db,0.2,Near Mint (NM or M-),Mint (M),Profile Records
Mary-Mary-PRO-7211,Run-DMC / Mary Mary PRO-7211,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1988<br /><br />0129",Új fóliás termék! A bótitón 2mmX5mm es bevágás van! Kérésre küldök róla fotót!,NaN,db,0.2,Near Mint (NM or M-),Mint (M),Profile Records
Animals-2018-Remix-PFRLP28,Pink Floyd / Animals (2018 Remix) PFRLP28,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2022<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Pink Floyd Records, Pink Floyd Records"
Magyarok-VLP-002,Ablonczy Mihály / Magyarok VLP 002,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Videoart
Dance-Control-DCART001,Mike Mareen / Dance Control DCART001,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Slovakia, 2017<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),"Discollectors Production, Lastafroz Production"
Pozorovatelna-The-Watch-Tower-11-0285,Jazz Q / Pozorovatelna = The Watch-Tower 11 0285,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1973<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Panton
The-Blues-World-Of-Eric-Clapton-ELD-0205242,Eric Clapton / The Blues World Of Eric Clapton ELD 02.05.242,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Peru, 0<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),London Records
Take-The-Love-MLP-015,Lime (2) / Take The Love MLP-015,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Canada, 1986<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),Matra
Marta-Szirmai-SLPX-7276,Márta Szirmay / Márta Szirmai SLPX 7276,1,35712.9,35712.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1964<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Qualiton
My-Foolish-Heart-VHJD-191,"Eddie Higgins Quartet, Scott Hamilton / My Foolish Heart VHJD-191",1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 2021<br /><br />0129",Insert van! Obi van! ,NaN,db,0.2,Mint (M),Mint (M),Venus Records (5)
