"Cikkszám","Termék Név","Státusz","Nettó Ár","Bruttó Ár","Kategória","Rövid Leírás","Kép link","Egység","Tömeg","Paraméter: Lemez állapota||text","Paraméter: Borító állapota||text","Paraméter: Műfaj||text","Paraméter: Label||text","Paraméter: Kiadó ország||text","Paraméter: Formátum||text","Paraméter: Megjegyzés||text","Paraméter: Polchely||text"
"palestrina-missa-papae-marcelli","Palestrina / Missa Papae Marcelli U.A. / Preston 415 517-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in W.Germany <br /><br />0019","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/palestrina-missa-papae-marcelli.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/palestrina-missa-papae-marcelli_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/palestrina-missa-papae-marcelli_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/palestrina-missa-papae-marcelli_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/palestrina-missa-papae-marcelli_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"smetana-ma-vlast","Smetana / Má Vlast 450 060-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in EC 1994<br /><br />0023","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/smetana-ma-vlast.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/smetana-ma-vlast_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/smetana-ma-vlast_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/smetana-ma-vlast_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/smetana-ma-vlast_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"telemann-wassermusik","Telemann / Wassermusik / 3 Konzerte / Köln 413 788-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France <br /><br />0016","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/telemann-wassermusik.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/telemann-wassermusik_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/telemann-wassermusik_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/telemann-wassermusik_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/telemann-wassermusik_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"vanessa-mae-storm","Vanessa Mae / Storm 7243 8 84685 2 7","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in Holland 1997<br /><br />0002","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/vanessa-mae-storm.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vanessa-mae-storm_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vanessa-mae-storm_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vanessa-mae-storm_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vanessa-mae-storm_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"vaya-con-dios-the-ultimate-collection","Vaya Con Dios / The Ultimate Collection 88697014482","2","1999","1999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2006<br /><br />Cd+Dvd<br /><br />0034","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/vaya-con-dios-the-ultimate-collection.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vaya-con-dios-the-ultimate-collection_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"vivaldi-guitar-concertos","Vivaldi / Guitar Concertos 468 146-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in Germany <br /><br />0007","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/vivaldi-guitar-concertos.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-guitar-concertos_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-guitar-concertos_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-guitar-concertos_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-guitar-concertos_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"vivaldi-the-four-seasons_","Vivaldi / The Four Seasons GD 60 748","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in Germany <br /><br />0012","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/vivaldi-the-four-seasons_.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-the-four-seasons__altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-the-four-seasons__altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-the-four-seasons__altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-the-four-seasons__altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"white-temptation-hydra","White Temptation / Hydra 538011842","2","2999","2999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />2014<br /><br />Dupla<br /><br />0033","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/white-temptation-hydra.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/white-temptation-hydra_altpic_6.jpg","db","0.2","Újszerű ","","","","","","",""
"within-temptation-black-symphony","Within Temptation / Black Symphony 88697342672","2","1999","1999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2008<br /><br />0004","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/within-temptation-black-symphony.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/within-temptation-black-symphony_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"Almaimban-valahol","Álmaimban valahol / Fényes Szabolcs operettjeiből SLPX 16571","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary <br /><br />0030","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Almaimban-valahol.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Almaimban-valahol_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Almaimban-valahol_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Almaimban-valahol_altpic_3.jpg","db","0.2","EX","NM","","","","","",""
"beethoven-symphonie-nr5","Beethoven / Symphonie Nr.5 / Ferencsik SLPX 11457","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary <br /><br />0133","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/beethoven-symphonie-nr5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr5_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr5_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr5_altpic_3.jpg","db","0.2","NM","VG+","","","","","","0133"
"johannes-brahms-hungarian-dances","Johannes Brahms / Hungarian Dances SLPX 11566","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary <br /><br />0134","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/johannes-brahms-hungarian-dances.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johannes-brahms-hungarian-dances_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johannes-brahms-hungarian-dances_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johannes-brahms-hungarian-dances_altpic_3.jpg","db","0.2","NM","NM","","","","","","0134"
"kazalkabare","Kazalkabarè LPM 16697","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1986<br /><br />0126","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/kazalkabare.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/kazalkabare_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/kazalkabare_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/kazalkabare_altpic_3.jpg","db","0.2","EX","VG","","","","","",""
"Magyar-Karacsony","Magyar Karácsony / Szokolay Sándor SLPX 12399","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1981<br /><br />0025","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Magyar-Karacsony.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Magyar-Karacsony_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Magyar-Karacsony_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Magyar-Karacsony_altpic_3.jpg","db","0.2","NM","NM","","","","","",""
"sas-kabare","Sas Kabaré SLPM 16758","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1988<br /><br />0128","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/sas-kabare.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/sas-kabare_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/sas-kabare_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/sas-kabare_altpic_3.jpg","db","0.2","VG","NM","","","","","",""
"szilagyi-karoly-bariton","Szilágyi Károly bariton","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary <br /><br />0135","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/szilagyi-karoly-bariton.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/szilagyi-karoly-bariton_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/szilagyi-karoly-bariton_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/szilagyi-karoly-bariton_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/szilagyi-karoly-bariton_altpic_4.jpg","db","0.2","NM","NM","","","","","","0135"
"The-Great-Buffo-Scenes","The Great Buffo Arias and Scenes / József Gregor SLPX 12359","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1982<br /><br />0038","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Great-Buffo-Scenes.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Great-Buffo-Scenes_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Great-Buffo-Scenes_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Great-Buffo-Scenes_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Great-Buffo-Scenes_altpic_4.jpg","db","0.2","VG","NM","","","","","",""
"The-Kings-Singers","The King's Singers / A Tribute To The Comedian Harmonists SLPDL 31076","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP"," A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1985<br /><br />0035","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Kings-Singers.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Kings-Singers_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Kings-Singers_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Kings-Singers_altpic_3.jpg","db","0.2","NM","NM","","","","","",""
"Varietas-Delectat","Variestas Delectat LPX 13851","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1980<br /><br />0039","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Varietas-Delectat.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Varietas-Delectat_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Varietas-Delectat_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Varietas-Delectat_altpic_3.jpg","db","0.2","NM","NM","","","","","",""
"vivaldi-a-negy-evszak","Vivaldi / A négy évszak SLPX 1102","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Magyar előadók - használt lemezek|Mulatós, Kabaré, klasszikus, Táncdal magyar LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary <br /><br />0131","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/vivaldi-a-negy-evszak.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-a-negy-evszak_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-a-negy-evszak_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/vivaldi-a-negy-evszak_altpic_3.jpg","db","0.2","VG","VG+","","","","","","0131"
"queen-bohemian-raphsody","Queen Bohemian Rhapsody","2","14999","14999","Új bakelit/vinyl lemezek és CD-k","Új fóliás termék","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/queen-bohemian-raphsody.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/queen-bohemian-raphsody_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/queen-bohemian-raphsody_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/queen-bohemian-raphsody_altpic_3.jpg","db","0.2","","","","","","","",""
"Kombi-Nowy-Rozdzial","Kombi / Nowy Rozdzial SX 2164","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Külföldi előadók - használt lemezek|Rock and Roll, Metal, Blues - külföldi LP-k","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland <br /><br />0041","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Kombi-Nowy-Rozdzial.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Kombi-Nowy-Rozdzial_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Kombi-Nowy-Rozdzial_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Kombi-Nowy-Rozdzial_altpic_3.jpg","db","0.2","NM","VG","","","","","",""
"bob-marley","Bob Marley and the Wailers 0600753030523","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Euro, Italo disco, reggae ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czech Republic 1984<br /><br />0068","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/bob-marley.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bob-marley_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bob-marley_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
